review;stars
Después de probar varios suplementos de magnesio a lo largo del tiempo, finalmente encontré uno que realmente cumple lo que promete: el Magnesium Complex de Nutralie. Desde el primer momento, me llamó la atención su fórmula única, que combina citrato y bisglicinato de magnesio, dos formas reconocidas por su alta biodisponibilidad. Y puedo decir con toda seguridad que los resultados han sido extraordinarios.Primero, noté un cambio significativo en mis niveles de energía. Antes, me sentía constantemente cansado, sobre todo al final del día, pero desde que empecé a tomar este producto, esa sensación de agotamiento ha desaparecido casi por completo. Ahora tengo energía suficiente para terminar mi jornada laboral y todavía me quedan ganas para actividades como hacer ejercicio o disfrutar de tiempo en familia.Otro punto fuerte es cómo ha mejorado el bienestar de mis músculos y articulaciones. Suelo practicar deporte varias veces por semana y, antes, los dolores musculares eran algo habitual. Desde que tomo este suplemento, los calambres y molestias musculares han disminuido notablemente. Además, siento que mi recuperación es mucho más rápida después de un entrenamiento intenso.La inclusión de vitamina C y las vitaminas del grupo B es un detalle que me parece genial. No solo refuerza la función del magnesio, sino que también he notado una mejora en mi concentración y claridad mental. Esto ha sido especialmente útil durante esos días en los que las tareas parecen interminables.Las cápsulas son fáciles de tragar, lo que se agradece mucho, y no he tenido ningún tipo de malestar estomacal, algo que sí experimenté con otros suplementos de magnesio en el pasado. Además, el hecho de que sea apto para personas con intolerancias al gluten o la lactosa me da aún más confianza en la calidad del producto.En cuanto al envase, es compacto y práctico, ideal para llevarlo de viaje o simplemente para tenerlo organizado en casa. La cantidad (120 cápsulas) también me parece más que adecuada para el precio, ya que me dura bastante tiempo.En resumen, si estás buscando un suplemento de magnesio que realmente marque una diferencia en tu día a día, este es sin duda el indicado. Lo recomiendo especialmente a quienes buscan reducir la fatiga, mejorar el bienestar muscular y articular, o simplemente sentirse mejor en general. ¡Un 10 de 10!;5
Sin lugar a dudas, este Citrato de Magnesio con Magnesio Bisglicinato es el mejor complejo de magnesio que he probado. Los efectos son casi instantáneos, ya sea para recuperarme de entrenamientos intensos o para relajarme por la noche. Es una elección excelente.Además, su fórmula es una de las más equilibradas que he encontrado, a diferencia de muchas otras marcas en el mercado que ofrecen magnesio barato y no biodisponible. Estoy muy satisfecho con esta compra y definitivamente lo recomendaría a cualquiera que busque un suplemento de magnesio efectivo y de calidad, además con un precio increíble.;5
Me ha sorprendido la efectividad del producto, el envase es mediano, con 120 cápsulas, el tamaño de las cápsulas es mediano, fácil de ingerir y el envase recomienda una dosis de tres cápsulas diarias, la verdad es que yo me las he tomado sin problemas las tres a la vez.Este es el tercer envase que compro, he notado mucha mejoría en:-Reducción del cansancio-mejora en la claridad mental-mejora en el estado de ánimo-rápida recuperación del cuerpo tras entrenamientos físicos y deporte de alta intensidad-mejora el sueño y el descanso.Como desventaja lo único que podría mencionar es que su precio suele ser elevado en comparación con otros productos de este tipo pero merece la pena ya que es un producto de calidad sin aditivos y viene de España.;5
Hace años tomo magnesio, pero me mudé de país y la marca que tomaba no la encontré en España así que decidí probar esta y la verdad que los resultados son muy buenos!;5
Bueno despues de provarlo he notado que si funciona salgo a correr abitualmente y las molestias que notaba en las rodillas han desparecido y parece que el pelo lo noto con mas brillo desde que tomo las pastillas . En mi opinion si que hacen su funcion .;5
Hace un mes que lo estoy tomando y cada día me noto más animada  con más energía durante el día. Todo ello hace que por la noche descanse mejor. Repetiré.;5
Escuché acerca de la falta de magnesio en la población y empecé a investigar. Desde hace tiempo notaba agotamiento físico y mental. No he probado otra marca, es la primera y la escogí por sus buenas referencias y precio asequible. Tomo dos cápsulas al día. Lo recomiendo encarecidamente, a nivel interno dicen que tarda un mes o dos en hacer efecto, pero he recuperado la energía de una manera increíble y de tal manera que el único incoveniente que noto es que duermo menos. Se supone que el magnesio regula la serotonina y los niveles del sueño ayudqndo a dormir mejor pero es un efecto secundario que he notado y debo decirlo. Llevo un mes tomándolo y me siento genial, más energía e incremento de la memoria;5
Llevaba meses con dolor en las articulaciones sobre todo en los brazos me levantaba de la cama con molestias y practicaba deporte y seguían las molestias leí los comentarios y me decidí a probar este producto y sinceramente mi opinión perfecto un cambio radical no me duelen los brazos ni las articulaciones para mí no es efecto placebo estoy encantado con este producto volveré a comprar dejaré un tiempo de tomarlo un descanso y si solo volverá a tomar otra vez pero lo recomendaría 100%.;5
¿Dónde había estado este magnesio toda mi vida? Desde que lo tomo, el cansancio parece haber hecho las maletas y mi sueño ya no es un drama nocturno. ¡Me despierto como nueva!Además, esas pequeñas molestias del día a día, como sentirme agotada sin motivo, se han reducido muchísimo. Las cápsulas son fáciles de tragar (gracias por no hacerlas del tamaño de un tractor), y no tienen un sabor raro, lo cual es un gran alivio.Si te sientes como una batería en modo ahorro de energía, este magnesio es tu cargador.;5
Soy profesora de pilates y empecé a acalambrarme y estar muy cansada. Leí bastante sobre los distintos tipos de magnesio y cantidades recomendadas. Al final me decante por este y fue un acierto. Al tomar la segunda ya no tenia calambres, recupere mi energía y eso que no me acuerdo de tomarla todos los días como debería.Normalmente recomiendan tomarla por la mañana pero me cuesta, así que la tomo por la tarde, después de dar 3 horas de clase y antes de las otras 3 de la tarde y me sientan genial.Las he recomendado a mis alumnas porque me ha gustado un montón.;5
"Es eficaz y no tiene sabor. Sufría de migrañas una o dos a la semana, los médicos no me daban soluciones más que medidas antiinflamatorias muy fuertes para las crisis; tras informarme que un déficit de magnesio podía producirlas probé con esta marca por la calidad del producto y en una semana desaparecieron. Lo compro siempre es eficaz 100%";5
A mí me va muy bien,.descanso mejor, aporto magnesio que es muy necesario, un bote grande aunque mi dosis está en 3 pastillas pornlo que me dura menos el bote.;5
Por ahora noto que por las noches puedo dormir con más facilidad, en una semana de tomarlo 2 pastillas a la mañana;5
Despues de 2 dias tomando una pastilla por la mañana y otra por la noche,duermo algo mejor y el.dolor de rodilla casi desaparecio....No se si sera el.efecto placebo o no pero creo q hacen lo prometido;5
Me parece brutal ...Desde el tercer día he notado una energía increíble... Nada de cansancio. Súper vital. He alucinado. Lo recomiendo al mil por mil;5
Tomando 2 capsulas diarias , se ve los resultados al mes . De lo mejor que hay .;5
Tomar magnesio como suplemento es algo muy beneficioso. Yo solo llevo dos semanas tomando las cápsulas y aun no he notado beneficios. El olor de las cápsulas es un poco raro, pero no son incómodas de tomar.;5
Me han sentado muy bien, aunque también he mejorado la alimentación y ahora hago ejercicio, pero en principio todo junto ayuda, solo tomo 2 al día.;5
Había cambiado de magnesio y no me funcionaba para la migraña. Busqué cuál era el específico para mis problemas de migraña y despertares nocturnos y si bien de momento en lo segundo no he notado nada sí me está funcionando para la migraña, mucho más espaciada.;5
Tomar magnesio en cualquiera de sus formas va muy bien, en mi caso yo empecé por el cansancio y me encuentro mucho mejor, de todas maneras cada cual que elija el que mejor le valla y se lo comenté a su médico por si tuviera alguna intolerancia;5
Yo tomo dos capsulas al día y me va bien;5
Tanto como suplemento para el día a día, como si practicas deportes tipo ciclismo donde se nota la fatiga muscular. Mejora el tono, comprobado, siempre que se tome con continuidad.;5
Una maravilla!!  Va muy bien.;5
Buen producto;5
Llegó rápido y muy bien;5
Lo usamos para el colesterol todavía es pronto hace poco que lo tomamos.;5
Llego super rápido y es lo que se describe;5
Funciona bastante bien, lo noto en el cansancio es más llevadero.;5
Llevo 2 botes con este y es una pasada, desde la primera semana ya no siento ese agotamiento, que tenía antes algunos días. Tengo mucha más energía . Estoy encantada;5
Combinándolo con el suplemento de vitamina D3 y K2 mis dolores articulares y musculares han disminuido mucho, muy efectivo;5
Llego cerrado con doble seguridad y en tiempo las píldoras no son de las más grande que he tomado cosa que se agradece. En cuanto a funcionamiento no puedo decir ya que eso es subjetivo pero lo que sí desde la primera toma todos en casa sentimos que nos cuesta menos dormir nos relaja y dormimos mejor sobre todo mi esposo que es un puro nervio él se toma dos al igual que yo que cargo bastante peso en el gym y a mi hija de 17 solo le doy 1, dos horas antes de irnos a la cama lo digo porque dice las indicaciones que se pueden tomar hasta tres.;5
Magnesio.Es lo que buscaba.Cumple con lo que pone;5
Muy buen producto;5
Estoy encantada, lo tomamos todos en la familia,;5
Yo estoy siempre en un continuo nervio y me noto un poco más relajada;5
Lo recomiendo;5
Efectivo. Recomiendo;5
Un producto excelente me cae muy bien y mi salid a un mejor;5
E comprado varios productos me gusta;5
Recomendables;5
Buen producto de marca de confianza;5
He notado una mejoría;5
Es la primera vez que compro esta marca y la e sentido muy eficaz;5
lo tomo siempre, lo que los compradores deberían tener en cuenta, es que las pastillas son bastante grandes y si se tiene problemas para tragar este tipo de pastillas o capsulas,  mejor elegir en polvo.;5
Lo recomiendo, termino con mis calambres en las piernas;5
Todo bien;5
Con una sola cápsula es suficiente para una concentración alta;5
Ya casi he gastado un bote y sin duda seguiré usándolo.;5
Buena compra, acabo de pedir más;5
Produtos de cualidad;5
... Que nuestro cuerpo necesita.Una vez elegido, en mi caso me ha ido genial. La pastilla no está recubierta y parece que comes yeso.;5
Es el segundo bote que tomo. Me encuentro súper bien y da mucha energía te levantas como nueva y para ir al baño va genial.;5
Muy efectivo, muy buen precio, con compuestos excelentes. Merece la pena comprarlo y tomarlo. Relación calidad precio 100%;5
Buena Marca, me la recomendaron;5
Buenísimas;5
Recomendadas por mí nutricionista. Me la tomo por la noche antes de dormir y me levanto descansada.;5
Me llegó en el tiempo establecido.  Paquete en perfectas condiciones. Bote sellado. Vienen 120 cápsulas. Había oído hablar de la importancia de tomar suplementos de magnesio llegada cierta edad.  Me decidí a probar este porque tras investigar, incluía en su fórmula dos tipos de magnesio, el que ayuda en la recuperación muscular y el que actúa en el sistema nervioso, ayudando a tener un mejor descanso.  Y tengo que decir que se nota. Mi calidad de sueño es mejor, me levanto más descansada y tengo menos despertares. Ya llevo comprados varios botes. Lo recomiendo al 100%. El único pero que les pondría es que quizá la cápsula es un pelín grande. Yo no tengo problema , pero si eres de los que te ahogas con una pastilla pequeña, la presentacion de este suplemento no es para tí.;5
Muy completas, al tener vitaminas además del magnesio. Calidad precio excelente;5
Llevo 4 dias tomandolas y la verdad me a gustado mucho siento que estoy mejor con mas energia para hacer cosas diarias volvere a comprar;5
Otros productos similares me hacia tener dolores de estómago este de momento no;5
Hasta el momento es el segundo bote que compro, y noto buenas sensaciones y resultados;5
Me funciona, mi organismo lo nota;5
Trae más cantidad y es más barato que otras marcas o tiendas;5
Todo perfecto;5
Recién estoy por terminar el primer frasco. No me vino bien la cantidad de píldoras recomendadas (eso debe medirlo cada persona) tuve que bajar la dosis y perfecto. Ya siento que duermo mejor así como siento más regulada la energía en el día. Es lo único nuevo que vengo tomando así que estoy contenta y pienso repetir . Muy buena compra;5
Encantado con el producto;5
Hola, yebo como unos cuatro meses tomandolo y la verdad que no sé si será x eso pero,yo tengo 58años y me encontraba muy cansada siempre y x patología tengo dolores en las piernas o mejor dicho tenía,ya digo que no sé si será x eso xq los cuerpos no hay quien los entienda,pero si es verdad que desde que lo tomo me encuentro mucho mejor, incluso de los dolores, sabemos que con la edad,necesitamos algunos complementos que el cuerpo ya no generan y está es una buena opción x lo menos para mí;5
El tamaño del bote da para unoa 2 meses.... el envio super rapido;5
Me encanta me sienta súper bien en mi día a día me tomo dos diarias;5
Muy bueno para descasar por la noche;5
Ya había tomado magnesio (me lo recetaba mi nutricionista) pero es la primera vez que uso este dúo. Me encanta!! Me da la sensación de que al tomarlo por las noches me relaja bastante y me está ayudando a dormirme más temprano ( o mejor dicho a la hora que debe de ser) y para la digestión fantástico, por las mañanas tengo que ir al baño si o si. Esos son los únicos efectos diferentes que siento (que buenos son) espero internamente funcionen también. Si lo recomiendo.;5
Tenía frecuentes calambres nocturnos muy dolorosos que han desaparecido con una toma nocturna diaria.;5
"No se ha podido cargar el contenido multimedia.
                



Llevo dos semanas tomando y he notado gran mejoría en la digestión. Tomo dos cápsulas al día.";5
Duermo mejor 👍, el estómago mejor estoy más tranquilo etc.Gracias;5
Solo por probar, lo compre y no me arrepiento porque, es bueno para todo lo que el organismo necesita para tener huesos y todo en general, mucho más fuertes y todo lo que sea necesario, así que, lo he comprado una vez más, para mi madre, porque la va fenomenal desde que, empiezo a probar, este producto, precio y calidad inmejorable lo recomiendo es excelente llego antes de lo que esperaba gracias a Amazon;5
Me han caído de maravilla...;5
Buen producto y cumple con la cantidad diaria necesaria;5
Cumple con su función y se nota bastante , las  agujetas han desaparecido , y ya no estoy tan cansada ,lo notas al terminar el día, yo solo me 2 cápsulas al día y va estupendo!!;5
Estoy comprándolo de nuevo. Tomo 3 pastillas diarias unas dos horas antes de irme a la cama. Necesito buenos complementos ya que estoy intentando recuperarme de una fuerte lesión que ha afectado al nervio simpático. El magnesio es un indispensable que tengo que tomar por tema recuperación musculatura y relajación del sistema nervioso  y puedo decir que éste está yendo muy bien.;5
Desde que lo tomo, hace tres semanas, he notado que duermo mucho mejor y voy al baño regularmente. Además también lo noto en los músculos porque hago deporte. No es algo instantáneo pero si lo tomas todos los días, se nota;5
Llevo tiempo tomando probióticos para mantener mi microbiota intestinal en equilibrio, ya que siempre he tenido problemas con el estómago.No tienen ningún sabor y son fácil de digerir.El bote viene perfectamente protegido, en su tapa y cuando abres la tapa también está protegido un buen punto a su favor.Las instrucciones viene que puedes tomarte entre 2 y 4 al día, yo de momento me tomo dos al día y me está viniendo genial. No tengo el estómago tan inflamado como siempre y no me sienta mal cualquier cosa que como. Si tomas 2 cápsulas al día tienes para dos meses.;5
