review;stars
Muy buen precio para su calidad, muy cómodos y gran estilo;4
Mi hijo está encantado de momento. Todo muy bien, son cómodos y el precio-calidad estupendo.;4
"No se ha podido cargar el contenido multimedia.
                



Está bien y tiene buena calidad de sonido";4
La pega que tiene, para la luz tiene que estar conectado aparte de la toma del propio auricular;4
Por ahora todo perfecto, funciona perfectamente.;4
Me gusta la limpieza del sonido y la comodidad;4
funciona bien y a un buen precio  recomendable.;4
La verdad para el precio que tienen son demasiado buenos, tienen un buen sonido envolvente y suenan muy fuerte yo los uso en play y es la primera vez que puedo subir el mezclador de audio al máximo y priorizar el audio del juego y aún así escuchar bien fuerte a la persona con la que hablo y escuchar el juego también fuerte.La verdad tengo que decir que me sorprende por el precio que tienen, los recomiendo muchísimo, si estáis buscando unos cascos que suenen fuertes, tengan un buen audio envolvente, buenos grabes y agudos y que sean cómodos para la PS4 o ps5 son vuestros cascos, pero si hasta el micrófono es muy bueno, me dicen que se me escucha muy bien y nítido, eso sí destacó que los grabes son muy fuertes y los agudos son algo bajos pero eso ya depende de gustos, a mi me gusta que unos cascos tengan muchos grabes, porque si escuchas una canción con mucho ritmo por ejemplo dubstep, verás que vibran los grabes y parece que tengas un subwoofer en los cascos o por ejemplo cuando disparas en un juego suena muy bestial y el envolvente uf el sonido envolvente es demasiado bueno, es la primera vez que realmente puedo percibir de donde viene el sonido y eso que eh probado otros cascos con sonido 7.1 pero este supera cualquier casco gama media gaming.Le voy a dar puntuación.En tema sonido le doy un 10/10En tema comodidad un 9.8/10 la verdad son cómodos pero si quieres estirarte con ellos y escuchar música, aunque te estires hacia arriba son algo incómodos, pero para jugar no molestan, yo llevo gafas y no me hacen ningún daño y aísla muy bien el sonido ya que cubre toda la oreja, aunque yo tengo orejas pequeñas pero bueno.En sonido envolvente le doy un 10/10.En grabes y agudos le doy un 8.9/ porque le doy un ocho si dije que son buenos los grabes, pues porque son demasiado grabes osea te acostumbras y mola mucho que retumbe el sonido simulando un subwoofer, pero claro depende de lo que escuches a veces parece sonido tipo lata, pero apenas se nota ya que lo compensa la buena nitidez que tiene el sonido, sirve tanto para juegos como para música y tiene un sonido bastante decente, algo exagerado en tema grabes, pero a mí eso me mola, aunque se agradecería un poco más de agudos, para hacer el sonido aún más nítido, pero bueno no me quejo me gustan como suenan.Y por último en tema volumen le doy un merecido 10/10, en fin se escuchan muy fuertes y no se distorsiona el sonido y puedes subir el mezclador de la play a priorizar audio del juego y aún seguirás escuchando alto y claro a tu amigo o amiga.Resumiendo son perfectos para hablar, jugar y son compatibles con cualquier plataforma, son demasiado buenos para lo que valen los recomiendo muchísimo.Se que mi reseña es algo larga pero espero os sirva, en mi opinión me gusta ser claro y sincero si algo me gusta lo digo y ya un saludo y espero os sirva.;5
Los cascos cumplen perfectamente su función, ademas son muy cómodos y adaptables. La calidad del sonido y los materiales es superior por su precio muy asequible. Los recomiendo mucho.;5
Muy buenos auriculares con una gran calidad de sonido y sin interferencias en el micrófono. Las luces de colores son un plus. Diseño elegante y muy cómodos. Mi hijo esta encantado. Se ajustan muy bien a la cabeza.;5
Excelente calidad de sonido, micrófono claro y muy cómodos incluso tras horas de juego. Diseño atractivo y materiales de primera. ¡Totalmente recomendados!;5
Compré los cascos para regalárselos a mi hijo. Los usa para jugar con la Nintendo switch y van de maravilla. Tanto el sonido de los cascos como el micrófono son de calidad. Lo único que no me gusta es que con la consola no se le encienden las luces pero imagino que en el ordenador sí. Las almohadillas de las orejeras son suaves y se adapta de maravilla al tamaño de la cabeza sin apretar. Volvería a comprarlos sin duda.;5
Son unos cascos que se acoplan muy bien y se sujetan sin moverse, además de permitir disfrutar del sonido de cada juego con los que los he probado. Cancelan perfectamente el ruido que se pueda tener alrededor, y los uso incluso para ver el fútbol!!;5
Son unos cascos completos y ya casi obligatorios para jugar en cualquier consola de hoy en día. Con un sistema de audio muy bueno en cuanto a sus graves y su micrófono muy cómodo y de fácil adaptación para cualquiera. Mi hij@ está muy contento con ellos y se ha adaptado fácilmente tanto en su conexión a cualquier aparato como a su utilidad.;5
Se escucha muy bien y el micrófono no da ni un problema,  se puede silenciar o subir/bajar el volumen desde la ruleta situada en el cable. Si conectas el usb se ilumina. La única pega que le pongo es que yo lo uso con mando ps5 y tengo la parte del usb colgando. Pero me van de 10;5
Me ha encantado el diseño, el sonido es maravilloso, todos los componentes funcionan perfecto. Me falta probar el micrófono, actualizaré si me acuerdo 😅;5
Los cascos son una maravilla, bonitos, prácticos y lo más importante funcionan perfectamente. El sonido es genial.Los utilizo tanto para el ordenador de trabajo  como para jugar con la ps5.El envío fue super rápido y el embalaje perfecto.Muy aconsejable son duda repetiría.;5
¡Fantásticos! Súper cómodos, suenan tan bien que si intentan hablarnos mientras los usamos no somos capaces de escuchar el ruido de fuera, ligeros y un color muy bonito. Llegó también rápidamente, lo cual se agradece mucho. Recomendados 100%;5
Compare estos cascos para mi hijo no podemos estar mas contentos con el resultado. La calidad del sonido es estupenda y el micro funciona perfectamente.Yo los probé para una reunión de trabajo y me fueron estupendamente.Los recomiendo al 100%;5
Los compré para que mi hijo los use en su Nintendo Switch. Le encantan, dice que son cómodos y tienen buen sonido, además tienen buena cancelación de ruido. ¡Tienen una excelente relación calidad-precio!;5
Mis hijos están encantados con los auriculares, los usan para jugar en la PS5, cómodos y muy buen sonido .;5
Son muy cómodos y cumplen perfectamente . 100% recomendables.;5
Calidad precio perfectos!! Son cómodos y se escuchan bastante bién. Los Recomiendo. Bién empaquetados y llegaron a su tiempo.;5
Encantado con los auriculares, suenan perfectamente.;5
He regalado por Navidad estos cascos gaming a mi sobrino que es un loco de los videojuegos y le ha encantado. Está muy contento con el regalo y yo más por haber acertado!!;5
De momento funciona correctamente calidad de sonido decente, las lucecitas funcionan correctamente,lo uso en PlayStation 5 y funciona perfectamente para el que esté indeciso, inconvenientes: que va por cable, si no tienes mucho cash es una alternativa, si tienes cash ve mejor por los cascos oficiales de ps5, que los tengo y son una gozada.;5
Llegó perfecto y ayer Nochebuena ya por fin abierto y entregado como regalo a mi hijo. Lo probamos y no puedo sino decir que cumple al máximo. Comodísimos, viene con todos los accesorios para su conexión. El sonido inmejorable, la cancelación de ruido perfecta y el micrófono espectacular. Recomiendo 100% y sin lugar a dudas lo volvería a comprar;5
Años después escribo la reseña, y puedo decir que calidad precio más que recomendable, el micrófono me escuchaban bien y el audio también de buena calidad, yo lo recomendaría.;5
Los cascos son muy cómodos, aislan bien el ruido externo y se escucha muy bien con ellos. Son bonitos, aunque yo diría que lo mejor es la comodidad y que son funcionales.;5
Son preciosos de estética y muy prácticos fueron para un regalo y esta encantado mi.hijo con ellos dice q don muy cómodos de usar y de estética preciosa son duda repetiré para otro regalo;5
La verdad que me sorprendió mucho su calidad.Mi hijo le da mucha tralla y allí están, después de meses.;5
Son perfectos. Bonitos, buena calidad y no pesan mucho. Era un regalo para mi hermano y le han encantado. Se escuchan bastante bien.;5
Le compré los cascos a mi niño y han sido un gran acierto, los utiliza en la play5 y la verdad es tienen muy buena calidad sonido, un gran acierto;5
Lo uso para jugar, y para el precio que tiene no te deja atrás, buena calidad-precio, y encima el diseño me gusta mucho y va cambiando de colores los auriculares.;5
Por si precio sorprende la calidad de sonido que tienen, no tiene nada k envidiar a unos cascos más caros;5
En octubre compré estos cascos. Al principio funcionaban perfectamente, pero a los 3 meses empezaron a fallar. Contacté con el vendedor y la atención fue excelente, me enviaron unos cascos nuevos. Estoy muy agradecida.;5
Además de tener muybuena calidad de sonido y de micrófono, son unos cascos muy cómodos. El micro es ajustable lo cuál se agradece.;5
Después de 4 meses siguen funcionando perfectamente como su primer dia,muy buena compra.;5
He usado otros cascos y la verdad que estos son una maravilla. Se escuchan perfectamente y 0 problemas de compatibilidad. 100% recomendados;5
Impresionantes auriculares Gaming, perfectos para muuuuchas horas de juegos. Muy cómodos y fáciles de conectar. El diseño es impactante, y en la oscuridad puedes disfrutar mucho más, con un ambiente propio de jugadores profesionales. Muy recomendable;5
Muy bonitos, hacen bien su función, se escuchan bien.;5
Los compré para mi hijo, para la switch y está encantado con estos cascos. Funcionan a la perfección y el sonido es genial;5
Lo recomiendo es Bueno;5
Fue un regalo para mi hijo por Navidad y esta encantado.;5
Cómodos y se oyen muy bien;5
Los utiliza mi hijo para jugar con la switch y está encantado. Son perfectos, parece un gamer profesional;5
Cascos en perfectas condiciones y calidad precio óptimos. Son muy cómodos y de buena calidad.;5
De momento todo bien, se escucha, y funciona perfectamente.;5
Perfectos!! Los compré para un chico de 14 años y está encantado!;5
SE ESCUCHA PERFECTO, son súper cómodos, se acoplan muy bien en las orejas y te envuelve el sonido, recomendado 100%;5
Son muy cómodos y agradables me gustaron gracias;5
Compra muy recomendable. Excelente calidad de sonido y comodidad a la hora de usarlos.;5
Son muy bonitos y se escucha muy bien! Mi hijo está encantado con ellos;5
Están muy chulos,se ajustan a la cabeza perfecto y se escuchan muy bien;5
Al peque le ha encantado y es bastante bueno;5
De gran calidad tanto de audio como de materiales 100% recomendables;5
A mi marido le han encantado! Esta súper contento con ellos. Funcionan perfectamente, se escucha de maravilla.;5
Buen producto y buena calidad, calidad precio.;5
buena calidad de audio, las luces estan bien y el cable es largo;5
Nos ha encantado tal cual como buscábamos y muy bonito. Lo recomiendo.;5
Me gustaron mucho y muy cómodos los recomiendo mucho 100%;5
Cumplen perfectamente con lo que espera uno de unos auriculares;5
Buena calidad, buen sonido y buena insonorización de ruido;5
Muy buena calidad y buen precio.;5
Me han gustado porque han cumplido su función;5
"El vídeo muestra el producto en uso.El vídeo te guía a largo de la configuración del producto.El vídeo compara varios productos.El vídeo muestra el desembalaje del producto.Video Player is loading.Play VideoJuegaSilenciarCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtítulossubtitles off, selectedAudio Trackdefault, selectedPantalla completaThis is a modal window.


Cascos gaming muy buenos van espectacular , los recomiendo para todo el mundo. Repetiria si se me estropean. Para jugar son perfectos y comodos a las orerejas,se amoldan super bien.";5
Producto fenomenal calidad precio, llega muy rápido, servicio postventa inmejorable, el vendedor muy amable y dispuesto a solucionar cualquier problema, repetiría y muy recomendado.;5
Para su costo, creo que es un gran auricular calidad precio. Por si quieren mejorar la calidad de sonido del micrófono, pueden usar el programa Sonar, y usar su ecualizador, funciona de maravilla.;5
Super bien calidad precio;5
Al principio no funcionaba en un lado. Pero me los cambiaron y ahora todo bien. Se escucha muy bien por un precio razonable. Los recomiendo.;5
Excelente calidad;5
Sonido de muy buena calidad y se adaptan muy bien. Los cascos se ven robustos y resistente, además del cable, que gracias a su material también es resistente. Las luces le dan un toque muy bonito;5
me ha sorprendido el sonido tan bonito  de estos cascos. yo esperaba algo diferente pero me han sorprendido.;5
He realizado la compra del producto hace unos meses y el Micrófono a fallado , al ponerme en contacto con el servicio de posventa el resultado a sido impecable , tanto en la rapidez como en el trato;5
Cascos perfectos y muy bonitos, de momento funcionan perfectamente.;5
Super bonitos acertarás con el regalo;5
Ha llegado súper rápido funcionan a la perfección lo recomiendo al 100%;5
Sonido excelente, ergonómicos.;5
Regalo de cumpleaños mi hijo está encantado , el sonido es espectacular;5
Lo compré hace unos meses, y funcionaban perfectamente, pero de repente el microfono dejó de funcionar, me puse en contacto con atencion al cliente, y en dos dias  me habian enviado unos cascos nuevos.Gran servicio de atención al cliente.;5
Estupendo.  Encantada con la compra;5
De escucha genial para el precio que tienenLos recomiendo;5
Funcionan muy bien;5
Fue un regalo para mí sobrino y el está contento con los auriculares para jugar con la consola.;5
Muy chulos, suenan bien!!;5
Se escuchaban más flojo de lo previsto para mi gusto , así que decidí regalárselo a un sobrino de mi pareja , ya que le gusta jugar con la tablet , así que deja de molestar a los demás cuando se pone con ella y estamos en Reunión familiar , son muy cómodos la verdad y viene con adaptador de usb por si no tienes jack. Para niños es recomendable porque son muy cómodos y no les daña el oído.;5
Los cascos están bien para el precio que tienen. Quizás un poco justos si tienes la cabeza grande como yo.Tenían un problema con el micro pero el fabricante me solucinó el problema.;5
Van muy bien y son cómodos.;5
"Muy bien, se los he comprado a mi crío para la Nintendo switch y ""van de lujo"" según el, y para rematar, en oferta.";5
Me encanto.. excelente producto;5
Muy contento con el producto. Calidad de sonido mejor de lo esperado, robusto por si se te cae al suelo y con el micrófono flexible para ponértelo a tu gusto. La verdad que estoy sorprendido. Un 5 sin dudarlo.;5
Para PS5 no valen, se le mueve la clavija y no te escuchan;5
Para el precio que tiene están bastante bien, no son lo mejor de lo mejor, pero tienen una buena calidad de audio;5
Chulísimos y funcionan muy bien, que es lo más importante. Los tengo puestos conectados a mi portátil para trabajar y luego los conecto a mi PC para jugar. Además, son bonitos.;5
Perfecto;5
Compré dos unidades, funcionan genial y son muy cómodos, uno empezó a hacer ruidos en el micro a los seis meses, contacte con el vendedor y me mandaron otros gratis sin problema, así que producto recomendable garantizado.;5
¡Estos cascos gaming son la pera! Primero que todo, el micrófono es más suave que un gato durmiendo en una nube, ¡sin esos ruidos molestos! Además, la luz RGB le da un toque futurista que hace que te sientas como el Jedi del gaming. Pero lo más importante, el sonido es como un abrazo para tus oídos. En serio, el sonido envolvente claro te sumerge en el juego como si estuvieras ahí, luchando contra monstruos o compitiendo en carreras.Las orejeras son más ligeras que una pluma, lo que significa que puedes jugar durante horas sin que te duelan las orejas. ¡Nada de molestias! La comodidad es clave, ¿verdad? Además, el diseño es tan chulo que hasta tus amigos te van a envidiar. Estos cascos no solo son para jugar, son para hacer una declaración de estilo.En resumen, estos cascos gaming son una joya. Micrófono suave, luz RGB espectacular, sonido envolvente claro como el agua y orejeras ligeras. ¿Qué más puedes pedir? ¡A darle duro al gaming con estilo!;5
Estéticamente es muy bonito con las luces LED que  tiene, se escuchan muy bien, tiene un sonido bastante  bueno, está muy bien la calidad por el precio que tiene lo recomiendo;5
Probado en Xbox series x y pc me ha sorprendido,En Xbox funciona muy bienPC funciona mejor volumen mas alto,Conclusión por el precio no lo pienses yo lo compre por 20€ merece la pena,no pagaria los 40€ por un poco mas compras auriculares Xbox con cable, luces muy chulas sonido aceptable no esperes calidad sobresaliente,lo volveria a comprar por los 20€ que me los compré;5
Es muy práctico para el uso por niños al tener a la vez auriculares y micrófono, y el diseño es muy bonito.;5
Los he comprado para mi hijo, esta mucho tiempo jugando y está encantado con ellos.El diseño es muy chulo.;5
Para lo que cuestan son unos cascos que superan con creces lo que te puedes esperar.Buena calidad de sonido y bajos, el micrófono se escucha nítido y son bastante cómodos.;5
Traté de usarlos para shooters, pero encontré que no me eran de utilidad. No conseguía detectar por donde sonaban los pasos a mi alrededor además de que el sonido era demasiado bajo.Acabé conectando unos auriculares normales porque estos me resultaban inútiles. Además el conector USB no funcionaba.Una verdadera lástima.;1
No es igual que en la imagen, no tiene la serpierten dibujada, no tiene las luces, viene con un embellecedor de color plata muy feo, el mixro no es igual, es otro producto distinto;1
Llegaron los auriculares sin precinto los probé y el auricular izquierdo no funcionaba con el usb tampoco y con el Jack solo el derecho en fin un desastre ya he echo la devolución;1
El interruptor de On/Off está de decoración y el auricular derecho ha fallado tras 3 meses de uso.No lo compréis, no hay asistencia técnica para esta basura ☺️;1
Al tercer día y muy poco uso, a uno de los auriculares ya se le ha ido el revestimiento de semi piel o lo que sea eso. Vale que sean baratos, pero la calidad es excesivamente pésima.;1
Resulta que eran para un regalo de cumpleaños y ahora no funciona el micrófono;1
Mi hijo estaba encantado pero uno de los lados ya no se escucha;1
Los cascos no tienen ni tres meses y las almohadillas se han desecho.;1
Nos has durado 2 meses. Rotos por las clavijas;1
Lo pedí para regalo y lo tuve que devolver las luces solo encendían cuando se conectaban  a la play y solo se escuchaba cuando se conectaba al mando. Muy descontenta era el regalo estrella y me salió rana 🐸;1
El micrófono se escucha robótico. Se oye como si lo tuvieras a 5 metros de distancia pese a estar hablando con él en los labios. NO COMPRAR ESTE PRODUCTO.;1
Son baratos pero no llegan a cumplir con los mínimos exigidos en calidad de sonido o aislamiento;1
SUENAN TERRIBLEMENTE MAL, es normal para es precio, pero SE TRATA DE AUDIFONO, o sea: se supone que son para ademas de poder hablar, se pueda ESCUCHAR LA MÚSICA con todas las frecuencias. NO TIENE FRECUENCIAS AGUDAS.;1
El producto se entregó el 13 de agosto, hoy es 18 de septiembre y se puede ver el estado en un mes de uso.Espero que tenga garantía y lo reemplacen;1
Caja sin precintar , pinta de usado ,  lo vamos a probar y veremos;1
Lo compré para poder jugar hablando pues bueno mi ordenador no lo reconoce y depende como pongas el cable escuchas o no pero igual sin poder hablar , devolución en trámite...Lo único bueno que viene con protectores para los enchufes pero más no.;1
Las fotos no se correspondian del todo. Quería que tuviera el micro rígido y sorpresa... No es así;1
Hace menos de dos meses que los compré y ya se están deshaciendo, parece que llevo 10 años usándolos;1
Los cascos al principio todo correcto y parecía que iban a estar muy bien, pero tras 2 meses me ha dejado de funcionar. El cable coge forma y genera un mal contacto o algo así y ya generan muchos fallos de conexión del audio, pero sobretodo de micrófono, que funciona muy muy mal. Repito que en tan solo 2 meses, los compré el 2 de septiembre y ya hace más de medio mes que me empezaron a fallar .;1
Estafa, en la descripción del artículo se indica que es compatible con PS5 y no lo es !;1
Son para niño y no lo especifica;1
Las luces solo van en el ordenadorEl micro para la consola no se oye;1
El tejido se ha despegado en menos de 24h, increible la mala calidad;1
Me han llegado los he conectado, he mirado que estuviere todo en orden y solo salía sonido por la izquierda de los auriculares, por la derecha ni gota, deberían hacer una inspección total de los productos si son electrónicos, porque vaya pérdida de tiempo;1
Compré estos cascos porque había usado un modelo similar de la misma marca durante años y me había funcionado bien pero no estoy nada contento. El cable se enreda muy fácilmente y es imposible estirarlo, con lo que acabas teniendo que estar pegado a la salida de audio del ordenador. Además, el micrófono es de calidad dudosa y no consigo que funcione correctamente.A favor del producto puedo decir que son cómodos y la calidad del sonido es buena, pero no los volvería a comprar.No recomendable.;1
No funciona las luces desde el primer día;1
Resulta que al cabo de un año han dejado de funcionar, el Jack no conecta bien solo se escucha un lado moviéndolo consigues que llegue a funcionar con ruido de interferencia, me he puesto en contacto con el vendedor para solicitar reparacion y nisiquieta contesto.De todos modos Amazon ha solicitado la garantía de la A a la Z;1
El micrófono no funciona;1
Los casco no se iluminan, la caja venía ya rajada como si lo hubiese devuelto alguien, no estoy contenta con el producto, no entiendo que vendan las cosas en mal estado.;1
a los 3 meses han dejado de funcionar;1
No volveré a comprarlos a los 3 meses los cables del auricular se han roto y no funciona. La verdad que muy mal. Y ya son los segundos .no los recomiendo.;1
La calidad es fatal, los compré para mi pareja que le gusta todo el tema gamming, el cable es de lo mas malo que he visto ni dos semanas y se le escuchaba con un pitido, los cables auxiliares como los dobles no funcionaron desde el minuto 1 y prácticamente todo mal.;1
me llego con la caja en buen estado pero las almohadillas del auricular estaban destrozadas, en muy mal estado.;1
lo compre en abril y el microfono no funciona,el sonido de momento si,he intentado acceder al servicio tecnico y la direccion de correo no la encuentra,amazon me devuelve el dinero al estar en garantia;1
Pese a que pone que funcion,no es asi Los cascos para la nintendo switch solo funciona el audio,el micrófono no funciona y eso se debería especificar en las características;1
Recibí hoy el producto y cuando lo recogí, la pegatina de seguridad estaba abierta, la caja muy manchada y manipulada, además el producto no funciona correctamente, lo devolveré. Muy decepcionada;1
Lo he devuelto porque el micrófono no funcionaba estoy a la espera de reembolso;1
Ha dejado de funcionar en un mes medio.Es un producto muy malo.;1
Los compré hace 3 meses y ya no funcionan, se les va el sonido.;1
El cable se retruerce y contrae solo haciendo que se formen nudos aburdos de forma constante.;1
"Es para un regalo que necesito en 2 días y no me da tiempo a comprar otro.La caja venía desprecintada y con el cableado suelto sin las típicas bolsitas.Lo he pagado por nuevo y no ""como nuevo"".En cuanto lo regale es posible que lo devuelva";1
Debería indicar que si no tienes el adaptador microsoft no se puede usar. Que por cierto los adaptadores que venden tampoco se acoplan bien. En definitiva, un gasto innecesario. No valen para Xbox. Los hay que funcionan sin adaptador.;1
Me llegaron defectuosos cuidado...solo uno de los lado funcionaba;1
Algo bueno,el precio ,lo malo la calidad del sonido no es muy real;1
Venia usado y yo he pagado por uno nuevo;1
"El producto viene en caja desprecintada y abierta, sin el celo de ""seguridad"" y los cascos en un plástico de igual manera... Nada fiable... Tiene toda la pinta de haber sido usado";1
No es válido para jugar con la Switch;1
Son muy chulos ..pero el micrófono no se escucha bien..;1
El USB no funciona;1
Lo compre y no se escuchaba nada un fiasgo;1
1 mes y 1 semana a durado.;1
Lo malo es que tienes que estar pegado a la ps4;1
Las lineas se cruzan, la conexiones terriblemente mala las pocas veces que se puede hacer funcionar. Terrible calidad.;1
Los compré hace menos de un año en Amazon por 7€ , la calidad es muy normal. Ahora vale 10 euros más de lo que valía, una estafa;1
El primer día que los uso a las 2 horas empiezan a escucharse fatal, con mucho ruido y distorsión.;1
Por el precio supongo que no se le puede perdir más, pero la verdad es que la calidad de sonido es pésima. Se oye como si estuvieras escuchando la radio. Los cascos en sí son algo estrechos por lo que ni abriendolos lo máximo me son cómodos. Además, el usb que trae no es para conectarlo al PC y tener una mejor calidad de audio. El audio solo sale por el mini jack, el usb es única y exclusivamente para encender las lucecitas de los cascos. Repito, el precio no es elevado, pero la calidad es la que es.;1
"El vídeo muestra el producto en uso.El vídeo te guía a largo de la configuración del producto.El vídeo compara varios productos.El vídeo muestra el desembalaje del producto.Video Player is loading.Play VideoJuegaSilenciarCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtítulossubtitles off, selectedAudio Trackdefault, selectedPantalla completaThis is a modal window.


Piacevano a mio figlio..e ieri le avrebbe dovute ricevere per il suo compleanno di ieri appunto! Vi ringrazio ancora!!!!";1
Fue para un regalo, el crío muy contento, pero a los dos días dejo de funcionar el led, bueno, no pasa nada que los puede seguir usando...A las semanas se le ha despegado una espuma de la oreja, nos ha tocado pegarla con silicona caliente.....Valen poco dinero, pero no esperes gran calidad;2
Lo usamos en mandos tanto de la PS4 como de Xbox series S y, por el momento, se oyen y sigue funcionando el micro.Auriculares económicos, aunque los materiales son bastante cutres.Llevamos 1 mes y poco usándolos y ya se están pelando, como se ve en las fotos.Incorpora luces que conectan con USB, aunque nosotros no las usamos.;2
Funcionan muy bien pero la polipiel que lleva se desintegra y va soltando trocitos;2
Son muy vistosos, agradable estéticamente. El micrófono se recoge pegado al altavoz. Cable de tela con regulador de sonido y on/off. Pero, los encuentro pequeños, abierto al máximo no me llega con comodidad a las orejas, si tienes diámetro de gorra, tendrás que elegir oreja.Su sonido no es bueno, está como enlatado. Todo funciona pero no como debería.;2
El producto es correcto por el precio, pero han durado dos meses pelados funcionando… merece la pena gastar más para un producto más fiable;2
Muy mal microfono;2
Muy decepcionada, se notan que son de mala calidad. Se ven frágiles y necesitas conectarlos tanto por jack para el sonido, como por usb para la luz. Los he comprado para el trabajo y me da problemas para la configuración de sonido.;2
Diadema muy pequeña parece que para niños.Para un adulto son pequeños;2
Parecen de plástico de baja calidad, el conector USB solo sirve para que tengan luz de adorno. Los devolví.;2
No están mal para el precio que tienen, se escuchan bien.;2
Porque no se iluminan los cascos, si tienen luz y esta conectados;2
La verdad, compre estos auriculares por las buenas opiniones que tenia en Amazon, pero una vez probándolos en casa, en mi caso dista mucho de la realidad las opiniones vertidas en Amazon, el producto por el precio que tiene no se puede esperar gran cosa, en cuanto a calidades eso era esperable, y realmente del sonido tanto como de los auriculares como del micrófono, son aceptablemente buenos, pero la conexión al portátil deja mucho que desear, en cuanto rozas un poco los cables del adaptador que incluyen, hace un ruido desagradable, y si los llevas puestos mas de 10 minutos, en mi caso, tenia que quitármelos debido al dolor en la oreja, así que he procedido a la devolución y en mi caso no los recomiendo para largos periodos de uso.;2
Los auriculares como tal suenan bien.Que es lo que no me ha gustado?Que el micrófono no pueda valer tanto a izquierda como a derecha ...solo está a la izquierda y si el ordenador lo tienes a la derecha...te molestará los cables.El cable es muy pesado,si a eso le sumas el control de volumen que lleva a mitad de cable es grande,hace que  uelgue por su peso y no sea agradableEn definitiva?...Estoy  buscando otros auriculares pq estos no le convencen;2
Los compré y apenas a la semana ya dejó de escucharse el lado derecho de los cascos, no son muy recomendables según mi experiencia con ellos;2
El producto calidad precio pues no está mal cumple su función, pero muy mal no viene con embalaje de Amazon trae la propia caja del producto viene sin proteger, me parece muy mal gesto por parte de Amazon, nadie tiene que saber lo que compró o dejo de comprar y a parte está el tema de la protección del producto que como ya digo sólo trae la del fabricante.;2
Se anunciaba como compatible con varias plataformas incluida la Switch. Pero tras probarla comprobé que el micrófono no era compatible. El audio es correcto. Pero como no cumple espectativas solicité debolucion. Sin problemas.;2
Un poco decepcionante.  El sonido es bueno pero el micrófono ha estado fallando desde la primera semana.;2
Lo compré para jugar ala play 4 y el micrófono no va no puedo jugar hablando con ellos solo se escucha;2
Al segundo uso ya se estropearon, no se escuchaba bien;2
Lo que me gusta de los auriculares gamer es un buen bass y grave para escuchar el sonido como toca, los he comparado con los viejos y suenan mejor los antiguos, el sonido envolvente es muy pobre apenas se aprecia la diferencia, los voy a probar un par de días más, pero creo que los devolveré.;2
Funciona perfectamente , pero no ae enciende nunguna luz roja como sale en la descripcion;2
No me han gustado, el micro se oye mal, son incómodos y los materiales son de plástico. Al cabo del rato duele la oreja.;2
Están bien , pero después de dos días, el cable no toca bien;2
Lo que no me gustó, falla en el volumen y son incómodos;2
te entienden ... pero el sonido no es el idoneo;2
Los auriculares suenan bien pero el adaptador para micrófono y audio vino dañado y suenan fatal con el;2
Se escuchan muy bien y suenan fuerte, le pongo 3 estrellas por que la rueda del volumen es muy sensible y mientras juego sin querer me roza y le modifico el volumen. Tambien el micro deberia poder bajar un poco mas. Aun que me escucha bien al hablar por el micro en partidas.;3
No esperaba unos grandes auriculares por el precio que tienen.Son un trasto para tenerlos conectado al mando de la PS5, el cable es larguisimo y pesa, no es cómodo.El sonido pues bueno, suenan, no son expectaculares.Las orejeras son más bien pequeñas, no cubren bien.Cumplen con sus caracteristicas eso si.;3
El general los cascos están bien, pero el micrófono tiene mala calidad, se me escucha bajo y con poca calidad.;3
Es el segundo que compro y me han durado 5 años, con el tiempo se despelleja la tela imitacion a cuero, aunque funcionan correctamente .;3
Buen articulo, se oye bien,nada de ruido. Lo único cable poca distancia tendría q ser un poco más largo.;3
Los compré el 10 de Octubre y así están a 22 de Noviembre,buen sonido pero en menos de dos meses se deshace el recubrimiento del auricular.;3
Buen sonido pero caros para lo que son.;3
Relación precio-calidad aceptable, aíslan muy poco y el microfono falla.;3
No tienen luces por ninguna parte y el material no parece que sea de la mejor calidad.;3
Estos cascos por el precio que tienen están bastante bien. Yo los quería simplemente para teletrabajar, así que no buscaba una calidad de sonido apoteósica, simplemente que cumplan. Para un uso normal el sonido es bueno y el micrófono por lo que me decían se escucha bien.Sin embargo, los cascos son MUY pequeños a nivel de anchura. Puedes regular la longitud por si las almohadillas no te llegan a las orejas con la diadema totalmente recogida... pero la anchura no es regulable, y APRIETAN MUCHO. Los he usado para 2 reuniones largas de hora y media, y en ambas he acabado con una jaqueca horrible por la presión en los laterales de las orejas. Además llevo gafas, y la patilla se me acababa clabando una barbaridad. Y la verdad, soy una chica con la cabeza normal, así que creo que el problema es que los cascos son de talla infantil, aunque la descripción no lo pone.Si los cascos los quieres para tu hijo, son tus cascos, pero para un adulto no los recomiendo.;3
Pensaba que eran tamaño normal pero me hacen daño en las orejas porque parecen para adolescentes;3
Se los compre a mis hijos, hace su función se escuchan bien, pero para hablar solo desde el Pc, con la tablet no se puede.;3
Sonido decente material que tiene pinta que con el tiempo y unas caídas rompe, a veces el micro no lo detecta.;3
Cómo se enciende las luces??;3
